iter	Logloss	MCC:use_weights=true	MCC:use_weights=false	F1:use_weights=true	F1:use_weights=false	Accuracy:use_weights=true	Accuracy:use_weights=false	Kappa
971	0.3460053116	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
972	0.345866888	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
973	0.3458272335	0.6967807653	0.6722437593	0.8104762854	0.762611276	0.857871367	0.8663324979	0.696780272
974	0.3457364255	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
975	0.3456994693	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
976	0.3456971941	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
977	0.3455891151	0.699959363	0.6752880027	0.8126050999	0.7648221344	0.8592905915	0.8674463938	0.6999591235
978	0.3455001419	0.7008633192	0.676120189	0.8132280824	0.7654320988	0.8596847528	0.8677248677	0.7008623449
979	0.345413232	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
980	0.3453259569	0.7008633192	0.676120189	0.8132280824	0.7654320988	0.8596847528	0.8677248677	0.7008623449
981	0.3452982951	0.7008633192	0.676120189	0.8132280824	0.7654320988	0.8596847528	0.8677248677	0.7008623449
982	0.3451434075	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
983	0.3449078465	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
984	0.3448196295	0.7022639887	0.6777614699	0.8139976094	0.7665677547	0.8603949746	0.8685602896	0.7022639804
985	0.3446762091	0.7022639887	0.6777614699	0.8139976094	0.7665677547	0.8603949746	0.8685602896	0.7022639804
986	0.3446082735	0.7017968029	0.6772137831	0.8137409386	0.7661888285	0.860158234	0.8682818157	0.7017966508
987	0.3445221253	0.7017968029	0.6772137831	0.8137409386	0.7661888285	0.860158234	0.8682818157	0.7017966508
988	0.3444398101	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
989	0.3444386289	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
990	0.3443247687	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
991	0.3442043608	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
992	0.3440938429	0.7013299132	0.67666669	0.8134844297	0.7658102767	0.8599214934	0.8680033417	0.701329439
993	0.3439947422	0.7004262383	0.6758347261	0.8128613853	0.7652001977	0.8595273321	0.8677248677	0.7004262018
994	0.3437693261	0.702233706	0.6774985072	0.8141068204	0.7664197531	0.8603156546	0.8682818157	0.7022322975
995	0.3437055242	0.7031672176	0.6785928402	0.8146201232	0.7671774592	0.8607891359	0.8688387636	0.7031668703
996	0.3435910512	0.7040705656	0.6794240645	0.8152419838	0.7677865613	0.8611832971	0.8691172375	0.7040693816
997	0.3435856511	0.7040705656	0.6794240645	0.8152419838	0.7677865613	0.8611832971	0.8691172375	0.7040693816
998	0.3435804092	0.7040705656	0.6794240645	0.8152419838	0.7677865613	0.8611832971	0.8691172375	0.7040693816
999	0.3434301348	0.7049740342	0.6802551438	0.8158631923	0.7683950617	0.8615774584	0.8693957115	0.7049715146
